,DATE,PRCP,TMAX,TMIN
2464,2017-04-30,0.0,86,66
2465,2017-05-01,0.24,81,70
2466,2017-05-02,0.0,76,53
2467,2017-05-03,0.0,63,44
2468,2017-05-04,0.21,65,41
2469,2017-05-05,1.09,75,56
2470,2017-05-06,0.13,63,45
2471,2017-05-07,0.0,62,43
2472,2017-05-08,0.0,64,39
2473,2017-05-09,0.0,66,36
2474,2017-05-10,0.0,75,40
2475,2017-05-11,1.73,59,50
2476,2017-05-12,0.38,56,48
2477,2017-05-13,0.41,60,44
2478,2017-05-14,0.0,80,42
2479,2017-05-15,0.0,75,47
2480,2017-05-16,0.0,81,44
2481,2017-05-17,0.0,92,57
2482,2017-05-18,0.61,90,67
2483,2017-05-19,0.05,90,66
2484,2017-05-20,0.0,71,60
2485,2017-05-21,0.0,67,57
2486,2017-05-22,0.51,73,57
2487,2017-05-23,0.12,65,55
2488,2017-05-24,0.34,65,57
2489,2017-05-25,0.79,73,55
2490,2017-05-26,0.0,76,53
2491,2017-05-27,0.01,72,55
2492,2017-05-28,0.17,74,57
2493,2017-05-29,0.0,82,63
2494,2017-05-30,1.1,73,62
2495,2017-05-31,0.6,83,59
2496,2017-06-01,0.0,82,57
2497,2017-06-02,0.0,80,52
2498,2017-06-03,0.0,84,52
2499,2017-06-04,0.0,86,55
2500,2017-06-05,0.18,73,64
2501,2017-06-06,0.0,77,59
2502,2017-06-07,0.0,69,53
2503,2017-06-08,0.0,75,50
2504,2017-06-09,0.0,80,52
2505,2017-06-10,0.0,87,60
2506,2017-06-11,0.0,91,64
2507,2017-06-12,0.0,91,65
2508,2017-06-13,0.0,95,68
2509,2017-06-14,0.0,90,72
2510,2017-06-15,0.0,85,69
2511,2017-06-16,0.06,80,68
2512,2017-06-17,0.0,86,70
2513,2017-06-18,0.0,91,73
2514,2017-06-19,0.62,87,70
2515,2017-06-20,0.0,86,63
2516,2017-06-21,0.0,88,64
2517,2017-06-22,0.0,86,66
2518,2017-06-23,0.15,87,71
2519,2017-06-24,0.27,86,66
2520,2017-06-25,0.0,85,62
2521,2017-06-26,0.0,81,56
2522,2017-06-27,0.0,80,57
2523,2017-06-28,0.0,80,50
2524,2017-06-29,0.0,89,60
2525,2017-06-30,0.0,92,70
2526,2017-07-01,0.21,91,72
2527,2017-07-02,0.0,90,70
2528,2017-07-03,0.0,90,66
2529,2017-07-04,0.0,90,68
2530,2017-07-05,1.16,84,70
2531,2017-07-06,1.68,80,71
2532,2017-07-07,0.1,88,67
2533,2017-07-08,0.0,87,66
2534,2017-07-09,0.0,83,62
2535,2017-07-10,0.0,89,63
2536,2017-07-11,0.01,89,68
2537,2017-07-12,0.0,93,71
2538,2017-07-13,0.0,94,71
2539,2017-07-14,0.73,94,72
2540,2017-07-15,0.0,87,69
2541,2017-07-16,0.0,87,63
2542,2017-07-17,0.0,89,71
2543,2017-07-18,1.66,92,71
2544,2017-07-19,0.0,93,70
2545,2017-07-20,0.0,93,72
2546,2017-07-21,0.0,93,73
2547,2017-07-22,0.72,90,72
2548,2017-07-23,0.84,87,72
2549,2017-07-24,0.0,90,73
2550,2017-07-25,0.0,79,63
2551,2017-07-26,0.0,84,61
2552,2017-07-27,0.07,87,69
2553,2017-07-28,1.46,78,69
2554,2017-07-29,0.16,77,63
2555,2017-07-30,0.0,82,57
2556,2017-07-31,0.0,88,57
2557,2017-08-01,0.0,89,62
2558,2017-08-02,0.0,89,68
2559,2017-08-03,0.09,88,68
2560,2017-08-04,0.0,88,65
2561,2017-08-05,0.0,79,62
2562,2017-08-06,0.0,80,58
2563,2017-08-07,0.77,74,68
2564,2017-08-08,0.0,80,63
2565,2017-08-09,0.0,84,55
2566,2017-08-10,0.0,83,59
2567,2017-08-11,1.09,83,67
2568,2017-08-12,0.09,84,68
2569,2017-08-13,0.0,83,65
2570,2017-08-14,0.0,77,62
2571,2017-08-15,0.38,80,67
2572,2017-08-16,0.0,89,65
2573,2017-08-17,0.0,89,68
2574,2017-08-18,0.69,93,75
2575,2017-08-19,0.01,88,66
2576,2017-08-20,0.0,86,67
2577,2017-08-21,0.0,89,69
2578,2017-08-22,0.0,91,71
2579,2017-08-23,0.0,83,67
2580,2017-08-24,0.0,81,61
2581,2017-08-25,0.0,78,61
2582,2017-08-26,0.0,79,59
2583,2017-08-27,0.0,77,57
2584,2017-08-28,0.0,76,54
2585,2017-08-29,0.71,67,61
2586,2017-08-30,0.0,78,59
2587,2017-08-31,0.0,84,60
2588,2017-09-01,0.0,69,58
2589,2017-09-02,0.66,61,53
2590,2017-09-03,0.0,78,59
2591,2017-09-04,0.0,82,55
2592,2017-09-05,0.32,86,65
2593,2017-09-06,0.65,68,59
2594,2017-09-07,0.0,72,50
2595,2017-09-08,0.0,76,48
2596,2017-09-09,0.0,71,50
2597,2017-09-10,0.0,72,47
2598,2017-09-11,0.0,72,49
2599,2017-09-12,0.0,77,57
2600,2017-09-13,0.09,78,62
2601,2017-09-14,0.03,80,65
2602,2017-09-15,0.0,82,62
2603,2017-09-16,0.0,84,59
2604,2017-09-17,0.0,83,62
2605,2017-09-18,0.0,80,62
2606,2017-09-19,0.0,82,65
2607,2017-09-20,0.0,87,61
2608,2017-09-21,0.0,85,60
2609,2017-09-22,0.0,83,61
2610,2017-09-23,0.0,86,58
2611,2017-09-24,0.0,89,60
2612,2017-09-25,0.0,89,64
2613,2017-09-26,0.0,85,66
2614,2017-09-27,0.0,89,68
2615,2017-09-28,0.0,79,62
2616,2017-09-29,0.0,73,49
2617,2017-09-30,0.0,67,51
2618,2017-10-01,0.0,69,44
2619,2017-10-02,0.0,74,40
2620,2017-10-03,0.0,74,44
2621,2017-10-04,0.0,79,44
2622,2017-10-05,0.0,85,51
2623,2017-10-06,0.0,85,57
2624,2017-10-07,0.0,85,56
2625,2017-10-08,0.09,83,73
2626,2017-10-09,0.52,87,69
2627,2017-10-10,0.0,87,64
2628,2017-10-11,0.79,75,65
2629,2017-10-12,0.0,66,58
2630,2017-10-13,0.0,64,58
2631,2017-10-14,0.0,73,61
2632,2017-10-15,0.0,79,61
2633,2017-10-16,0.08,70,48
2634,2017-10-17,0.0,63,36
2635,2017-10-18,0.0,70,36
2636,2017-10-19,0.0,73,37
2637,2017-10-20,0.0,76,44
2638,2017-10-21,0.0,77,42
2639,2017-10-22,0.0,75,44
2640,2017-10-23,0.03,75,51
2641,2017-10-24,0.5,71,54
2642,2017-10-25,0.0,64,50
2643,2017-10-26,0.0,59,37
2644,2017-10-27,0.0,67,33
2645,2017-10-28,0.0,71,48
2646,2017-10-29,1.03,66,43
2647,2017-10-30,0.11,59,43
2648,2017-10-31,0.0,60,36
2649,2017-11-01,0.0,56,37
2650,2017-11-02,0.0,76,43
2651,2017-11-03,0.0,77,54
2652,2017-11-04,0.6,57,46
2653,2017-11-05,0.1,60,50
2654,2017-11-06,0.0,72,51
2655,2017-11-07,0.92,51,39
2656,2017-11-08,0.0,48,39
2657,2017-11-09,0.04,50,42
2658,2017-11-10,0.0,46,29
2659,2017-11-11,0.0,37,21
2660,2017-11-12,0.03,47,23
2661,2017-11-13,0.17,50,36
2662,2017-11-14,0.0,49,34
2663,2017-11-15,0.0,54,27
2664,2017-11-16,0.0,62,39
2665,2017-11-17,0.0,53,29
2666,2017-11-18,0.01,62,31
2667,2017-11-19,0.09,60,40
2668,2017-11-20,0.0,51,35
2669,2017-11-21,0.0,60,34
2670,2017-11-22,0.0,56,34
2671,2017-11-23,0.0,44,25
2672,2017-11-24,0.0,55,24
2673,2017-11-25,0.0,62,28
2674,2017-11-26,0.0,53,31
2675,2017-11-27,0.0,60,30
2676,2017-11-28,0.0,63,30
2677,2017-11-29,0.0,68,32
2678,2017-11-30,0.03,57,32
2679,2017-12-01,0.0,54,29
2680,2017-12-02,0.0,52,25
2681,2017-12-03,0.04,56,30
2682,2017-12-04,0.0,55,26
2683,2017-12-05,0.09,61,43
2684,2017-12-06,0.0,54,34
2685,2017-12-07,0.0,49,30
2686,2017-12-08,0.0,39,33
2687,2017-12-09,0.24,35,25
2688,2017-12-10,0.0,40,25
2689,2017-12-11,0.0,48,30
2690,2017-12-12,0.0,46,22
2691,2017-12-13,0.0,34,20
2692,2017-12-14,0.0,40,26
2693,2017-12-15,0.02,29,20
2694,2017-12-16,0.0,46,23
2695,2017-12-17,0.0,51,23
2696,2017-12-18,0.0,57,28
2697,2017-12-19,0.0,60,34
2698,2017-12-20,0.0,53,26
2699,2017-12-21,0.0,45,21
2700,2017-12-22,0.01,52,32
2701,2017-12-23,0.34,62,39
2702,2017-12-24,0.0,43,35
2703,2017-12-25,0.0,39,26
2704,2017-12-26,0.0,37,24
2705,2017-12-27,0.0,31,17
2706,2017-12-28,0.0,23,9
2707,2017-12-29,0.0,31,10
2708,2017-12-30,0.03,32,19
2709,2017-12-31,0.0,21,10
2710,2018-01-01,0.0,23,6
2711,2018-01-02,0.0,25,7
2712,2018-01-03,0.0,32,1
2713,2018-01-04,0.02,28,13
2714,2018-01-05,0.0,19,10
2715,2018-01-06,0.0,19,8
2716,2018-01-07,0.0,24,-1
2717,2018-01-08,0.05,35,17
2718,2018-01-09,0.0,50,22
2719,2018-01-10,0.0,43,20
2720,2018-01-11,0.0,62,37
2721,2018-01-12,0.91,70,58
2722,2018-01-13,0.55,61,19
2723,2018-01-14,0.0,26,14
2724,2018-01-15,0.0,31,11
2725,2018-01-16,0.0,39,25
2726,2018-01-17,0.02,32,17
2727,2018-01-18,0.0,46,16
2728,2018-01-19,0.0,54,17
2729,2018-01-20,0.0,61,20
2730,2018-01-21,0.0,63,28
2731,2018-01-22,0.0,66,48
2732,2018-01-23,0.13,64,40
2733,2018-01-24,0.0,44,31
2734,2018-01-25,0.0,41,22
2735,2018-01-26,0.0,48,19
2736,2018-01-27,0.0,61,26
2737,2018-01-28,0.11,55,45
2738,2018-01-29,0.0,46,33
2739,2018-01-30,0.0,35,20
2740,2018-01-31,0.0,39,15
2741,2018-02-01,0.17,51,37
2742,2018-02-02,0.04,40,15
2743,2018-02-03,0.0,34,9
2744,2018-02-04,1.13,34,30
2745,2018-02-05,0.0,36,22
2746,2018-02-06,0.0,39,22
2747,2018-02-07,0.49,40,26
2748,2018-02-08,0.0,36,21
2749,2018-02-09,0.0,46,20
2750,2018-02-10,0.51,46,31
2751,2018-02-11,0.8,67,43
2752,2018-02-12,0.02,62,34
2753,2018-02-13,0.0,42,25
2754,2018-02-14,0.07,53,31
2755,2018-02-15,0.01,76,48
2756,2018-02-16,0.13,68,36
2757,2018-02-17,0.44,42,29
2758,2018-02-18,0.0,50,31
2759,2018-02-19,0.04,47,36
2760,2018-02-20,0.0,77,47
2761,2018-02-21,0.02,80,59
2762,2018-02-22,0.09,65,41
2763,2018-02-23,0.13,47,39
2764,2018-02-24,0.32,51,47
2765,2018-02-25,0.19,53,46
2766,2018-02-26,0.0,51,30
2767,2018-02-27,0.0,58,26
2768,2018-02-28,0.0,62,41
2769,2018-03-01,0.13,55,43
2770,2018-03-02,0.0,51,37
2771,2018-03-03,0.0,49,33
2772,2018-03-04,0.0,50,31
2773,2018-03-05,0.0,46,27
2774,2018-03-06,0.1,43,23
2775,2018-03-07,0.01,50,33
2776,2018-03-08,0.0,44,30
2777,2018-03-09,0.0,43,24
2778,2018-03-10,0.0,49,20
2779,2018-03-11,0.0,50,22
2780,2018-03-12,0.0,42,25
2781,2018-03-13,0.0,47,30
2782,2018-03-14,0.0,41,27
2783,2018-03-15,0.0,53,26
2784,2018-03-16,0.0,45,25
2785,2018-03-17,0.0,44,23
2786,2018-03-18,0.0,58,29
2787,2018-03-19,0.0,60,25
2788,2018-03-20,0.78,44,29
2789,2018-03-21,0.49,34,30
2790,2018-03-22,0.0,44,31
2791,2018-03-23,0.0,49,29
2792,2018-03-24,0.0,49,27
2793,2018-03-25,0.0,47,26
2794,2018-03-26,0.0,49,23
2795,2018-03-27,0.08,43,28
2796,2018-03-28,0.19,53,40
2797,2018-03-29,0.0,76,46
2798,2018-03-30,0.01,72,41
2799,2018-03-31,0.0,61,31
2800,2018-04-01,0.0,65,46
2801,2018-04-02,0.09,50,38
2802,2018-04-03,0.02,52,43
2803,2018-04-04,0.04,69,39
2804,2018-04-05,0.0,54,32
2805,2018-04-06,0.0,71,41
2806,2018-04-07,0.0,58,36
2807,2018-04-08,0.0,51,29
2808,2018-04-09,0.0,43,36
2809,2018-04-10,0.0,53,34
2810,2018-04-11,0.0,59,33
2811,2018-04-12,0.0,77,43
2812,2018-04-13,0.0,86,58
2813,2018-04-14,0.0,84,62
2814,2018-04-15,0.5,71,45
2815,2018-04-16,0.97,53,41
2816,2018-04-17,0.0,45,36
2817,2018-04-18,0.0,62,29
2818,2018-04-19,0.01,58,38
2819,2018-04-20,0.0,60,29
2820,2018-04-21,0.0,63,30
2821,2018-04-22,0.0,68,44
2822,2018-04-23,0.0,69,42
2823,2018-04-24,0.43,62,53
2824,2018-04-25,0.64,62,53
2825,2018-04-26,0.0,71,44
2826,2018-04-27,0.84,64,49
2827,2018-04-28,0.01,77,43
2828,2018-04-29,0.0,55,36
2829,2018-04-30,0.0,71,31
2830,2018-05-01,0.0,82,39
2831,2018-05-02,0.0,88,46
2832,2018-05-03,0.0,90,63
2833,2018-05-04,0.01,90,64
2834,2018-05-05,0.03,73,54
2835,2018-05-06,0.2,68,53
2836,2018-05-07,0.0,77,53
2837,2018-05-08,0.0,76,50
2838,2018-05-09,0.0,78,46
2839,2018-05-10,0.0,82,56
2840,2018-05-11,0.0,82,53
2841,2018-05-12,0.0,90,61
2842,2018-05-13,0.52,73,60
2843,2018-05-14,1.87,81,60
2844,2018-05-15,0.27,89,63
2845,2018-05-16,0.29,74,65
2846,2018-05-17,0.92,69,64
2847,2018-05-18,0.85,68,55
2848,2018-05-19,0.71,67,54
2849,2018-05-20,0.0,87,67
2850,2018-05-21,0.0,82,63
2851,2018-05-22,0.83,80,65
2852,2018-05-23,0.0,80,58
2853,2018-05-24,0.0,84,56
2854,2018-05-25,0.0,86,56
2855,2018-05-26,0.0,88,71
2856,2018-05-27,0.02,86,68
2857,2018-05-28,0.03,73,63
2858,2018-05-29,0.0,83,67
2859,2018-05-30,0.02,78,67
2860,2018-05-31,2.35,83,68
2861,2018-06-01,0.07,88,69
2862,2018-06-02,1.18,82,69
2863,2018-06-03,0.82,71,56
2864,2018-06-04,0.0,79,56
2865,2018-06-05,0.0,80,52
2866,2018-06-06,0.0,74,59
2867,2018-06-07,0.0,80,57
2868,2018-06-08,0.0,85,58
2869,2018-06-09,0.16,88,67
2870,2018-06-10,0.0,79,63
2871,2018-06-11,0.74,65,58
2872,2018-06-12,0.0,76,52
2873,2018-06-13,0.01,83,65
2874,2018-06-14,0.0,84,63
2875,2018-06-15,0.0,83,59
2876,2018-06-16,0.0,86,54
2877,2018-06-17,0.0,88,68
2878,2018-06-18,0.0,94,68
2879,2018-06-19,0.1,93,71
2880,2018-06-20,0.46,84,69
2881,2018-06-21,0.01,82,68
2882,2018-06-22,0.55,72,64
2883,2018-06-23,0.03,78,64
2884,2018-06-24,0.03,87,64
2885,2018-06-25,0.0,83,65
2886,2018-06-26,0.0,82,60
2887,2018-06-27,0.01,80,66
2888,2018-06-28,0.0,87,70
2889,2018-06-29,0.0,90,65
2890,2018-06-30,0.0,92,64
2891,2018-07-01,0.0,93,68
2892,2018-07-02,0.0,95,70
2893,2018-07-03,0.85,96,73
2894,2018-07-04,0.0,91,75
2895,2018-07-05,0.0,90,74
2896,2018-07-06,0.0,85,73
2897,2018-07-07,0.0,80,63
2898,2018-07-08,0.0,83,54
2899,2018-07-09,0.0,87,54
2900,2018-07-10,0.0,93,60
2901,2018-07-11,0.0,91,70
2902,2018-07-12,0.0,88,67
2903,2018-07-13,0.0,86,63
2904,2018-07-14,0.0,89,63
2905,2018-07-15,0.0,88,69
2906,2018-07-16,0.03,94,66
2907,2018-07-17,1.11,89,70
2908,2018-07-18,0.0,85,64
2909,2018-07-19,0.0,86,61
2910,2018-07-20,0.0,87,62
2911,2018-07-21,5.02,74,62
2912,2018-07-22,0.08,80,60
2913,2018-07-23,0.47,82,73
2914,2018-07-24,0.77,82,73
2915,2018-07-25,1.36,82,71
2916,2018-07-26,0.0,89,68
2917,2018-07-27,0.06,90,68
2918,2018-07-28,0.0,85,67
2919,2018-07-29,0.0,85,65
2920,2018-07-30,1.29,77,67
2921,2018-07-31,0.17,82,68
2922,2018-08-01,1.09,87,71
2923,2018-08-02,0.08,80,70
2924,2018-08-03,0.27,82,71
2925,2018-08-04,0.03,88,68
2926,2018-08-05,0.0,91,68
2927,2018-08-06,0.0,92,70
2928,2018-08-07,0.0,92,71
2929,2018-08-08,0.0,91,68
2930,2018-08-09,0.0,90,70
2931,2018-08-10,0.0,88,68
2932,2018-08-11,0.0,87,73
2933,2018-08-12,0.12,83,68
2934,2018-08-13,0.06,84,67
2935,2018-08-14,0.0,84,62
2936,2018-08-15,0.0,89,64
2937,2018-08-16,0.0,90,67
2938,2018-08-17,0.06,92,71
2939,2018-08-18,0.1,84,69
2940,2018-08-19,0.0,82,68
2941,2018-08-20,0.0,79,68
2942,2018-08-21,2.72,79,71
2943,2018-08-22,0.0,83,67
2944,2018-08-23,0.0,79,59
2945,2018-08-24,0.0,82,54
2946,2018-08-25,0.0,82,58
2947,2018-08-26,0.0,87,62
2948,2018-08-27,0.0,92,68
2949,2018-08-28,0.0,95,70
2950,2018-08-29,0.0,94,74
2951,2018-08-30,0.78,89,72
2952,2018-08-31,1.92,89,71
2953,2018-09-01,0.44,86,72
2954,2018-09-02,0.0,89,69
2955,2018-09-03,0.0,94,72
2956,2018-09-04,0.0,94,72
2957,2018-09-05,0.0,92,72
2958,2018-09-06,0.0,94,72
2959,2018-09-07,0.2,87,72
2960,2018-09-08,0.34,73,59
2961,2018-09-09,1.4,64,57
2962,2018-09-10,0.22,68,61
2963,2018-09-11,0.12,72,66
2964,2018-09-12,0.0,81,68
2965,2018-09-13,0.02,79,71
2966,2018-09-14,0.0,77,72
2967,2018-09-15,0.0,81,69
2968,2018-09-16,0.0,80,67
2969,2018-09-17,1.0,78,71
2970,2018-09-18,0.06,84,68
2971,2018-09-19,0.0,86,64
2972,2018-09-20,0.0,83,64
2973,2018-09-21,0.0,76,68
2974,2018-09-22,0.02,76,61
2975,2018-09-23,0.75,62,58
2976,2018-09-24,0.16,65,61
2977,2018-09-25,0.51,77,64
2978,2018-09-26,0.1,86,70
2979,2018-09-27,1.37,70,55
2980,2018-09-28,0.65,75,56
2981,2018-09-29,0.0,78,56
2982,2018-09-30,0.0,75,54
2983,2018-10-01,0.0,84,61
2984,2018-10-02,0.0,84,65
2985,2018-10-03,0.0,86,65
2986,2018-10-04,0.0,89,63
2987,2018-10-05,0.0,76,62
2988,2018-10-06,0.0,72,63
2989,2018-10-07,0.0,84,68
2990,2018-10-08,0.0,84,66
2991,2018-10-09,0.0,82,69
2992,2018-10-10,0.01,83,69
2993,2018-10-11,0.95,80,64
2994,2018-10-12,0.0,64,49
2995,2018-10-13,0.06,58,41
2996,2018-10-14,0.04,57,40
2997,2018-10-15,0.15,70,54
2998,2018-10-16,0.0,63,52
2999,2018-10-17,0.0,68,47
3000,2018-10-18,0.0,58,36
3001,2018-10-19,0.04,64,33
3002,2018-10-20,0.03,69,48
3003,2018-10-21,0.0,52,34
3004,2018-10-22,0.0,56,29
3005,2018-10-23,0.0,71,37
3006,2018-10-24,0.0,56,41
3007,2018-10-25,0.0,53,31
3008,2018-10-26,0.76,48,37
3009,2018-10-27,0.6,52,46
3010,2018-10-28,0.04,59,46
3011,2018-10-29,0.0,57,42
3012,2018-10-30,0.0,63,35
3013,2018-10-31,0.0,69,37
3014,2018-11-01,0.0,74,55
3015,2018-11-02,1.32,71,54
3016,2018-11-03,0.03,57,37
3017,2018-11-04,0.0,57,32
3018,2018-11-05,0.99,52,50
3019,2018-11-06,0.48,59,47
3020,2018-11-07,0.0,61,41
3021,2018-11-08,0.0,57,44
3022,2018-11-09,0.47,49,44
3023,2018-11-10,0.0,46,30
3024,2018-11-11,0.0,46,25
3025,2018-11-12,0.59,48,27
3026,2018-11-13,0.46,47,41
3027,2018-11-14,0.0,43,36
3028,2018-11-15,1.5,37,30
3029,2018-11-16,0.02,48,34
3030,2018-11-17,0.0,48,30
3031,2018-11-18,0.0,50,28
3032,2018-11-19,0.0,61,34
3033,2018-11-20,0.0,52,35
3034,2018-11-21,0.0,53,26
3035,2018-11-22,0.0,39,26
3036,2018-11-23,0.0,34,26
3037,2018-11-24,1.58,43,31
3038,2018-11-25,0.0,61,33
3039,2018-11-26,0.22,50,39
3040,2018-11-27,0.0,42,33
3041,2018-11-28,0.0,37,28
3042,2018-11-29,0.0,38,27
3043,2018-11-30,0.02,45,30
3044,2018-12-01,0.21,42,28
3045,2018-12-02,0.11,56,40
3046,2018-12-03,0.0,58,43
3047,2018-12-04,0.0,44,31
3048,2018-12-05,0.0,38,27
3049,2018-12-06,0.0,43,27
3050,2018-12-07,0.0,40,23
3051,2018-12-08,0.0,36,18
3052,2018-12-09,0.0,32,29
3053,2018-12-10,0.0,39,24
3054,2018-12-11,0.0,44,19
3055,2018-12-12,0.0,44,23
3056,2018-12-13,0.0,52,29
3057,2018-12-14,0.25,45,28
3058,2018-12-15,2.49,52,42
3059,2018-12-16,0.32,49,40
3060,2018-12-17,0.0,56,36
3061,2018-12-18,0.0,45,26
3062,2018-12-19,0.0,50,23
3063,2018-12-20,0.36,60,27
3064,2018-12-21,0.35,66,42
3065,2018-12-22,0.03,50,36
3066,2018-12-23,0.02,46,28
3067,2018-12-24,0.0,46,35
3068,2018-12-25,0.0,41,25
3069,2018-12-26,0.0,49,22
3070,2018-12-27,0.01,50,24
3071,2018-12-28,1.08,51,42
3072,2018-12-29,0.0,54,36
3073,2018-12-30,0.0,46,30
3074,2018-12-31,0.53,47,30
3075,2019-01-01,0.0,62,40
3076,2019-01-02,0.0,45,37
3077,2019-01-03,0.0,49,30
3078,2019-01-04,0.03,46,28
3079,2019-01-05,0.11,53,40
3080,2019-01-06,0.0,54,29
3081,2019-01-07,0.0,39,30
3082,2019-01-08,0.11,59,36
3083,2019-01-09,0.0,51,30
3084,2019-01-10,0.0,35,27
3085,2019-01-11,0.0,36,24
3086,2019-01-12,0.22,34,23
3087,2019-01-13,0.66,30,27
3088,2019-01-14,0.0,34,15
3089,2019-01-15,0.0,37,9
3090,2019-01-16,0.0,41,12
3091,2019-01-17,0.12,36,28
3092,2019-01-18,0.04,43,30
3093,2019-01-19,0.84,37,30
3094,2019-01-20,0.24,40,16
3095,2019-01-21,0.0,21,12
3096,2019-01-22,0.0,32,10
3097,2019-01-23,0.01,47,29
3098,2019-01-24,1.33,59,30
3099,2019-01-25,0.0,40,23
3100,2019-01-26,0.0,39,17
3101,2019-01-27,0.0,47,20
3102,2019-01-28,0.0,38,27
3103,2019-01-29,0.24,36,22
3104,2019-01-30,0.01,33,6
3105,2019-01-31,0.0,22,-2
3106,2019-02-01,0.07,23,8
3107,2019-02-02,0.0,40,7
3108,2019-02-03,0.0,57,22
3109,2019-02-04,0.0,63,27
3110,2019-02-05,0.0,72,33
3111,2019-02-06,0.09,58,36
3112,2019-02-07,0.0,54,44
3113,2019-02-08,0.0,56,33
3114,2019-02-09,0.0,34,20
3115,2019-02-10,0.12,39,15
3116,2019-02-11,0.41,36,32
3117,2019-02-12,0.82,38,32
3118,2019-02-13,0.0,48,32
3119,2019-02-14,0.0,50,26
3120,2019-02-15,0.0,65,47
3121,2019-02-16,0.0,48,30
3122,2019-02-17,0.24,39,23
3123,2019-02-18,0.17,48,35
3124,2019-02-19,0.0,40,26
3125,2019-02-20,0.95,34,29
3126,2019-02-21,0.0,54,31
3127,2019-02-22,0.0,48,35
3128,2019-02-23,0.11,40,33
3129,2019-02-24,0.52,59,36
3130,2019-02-25,0.0,48,36
3131,2019-02-26,0.0,54,28
3132,2019-02-27,0.0,39,24
3133,2019-02-28,0.0,46,33
3134,2019-03-01,0.66,37,31
3135,2019-03-02,0.07,48,33
3136,2019-03-03,0.54,42,33
3137,2019-03-04,0.0,40,26
3138,2019-03-05,0.0,41,22
3139,2019-03-06,0.0,31,19
3140,2019-03-07,0.0,42,16
3141,2019-03-08,0.19,38,26
3142,2019-03-09,0.08,40,33
3143,2019-03-10,0.26,63,37
3144,2019-03-11,0.0,62,40
3145,2019-03-12,0.0,52,29
3146,2019-03-13,0.0,61,24
3147,2019-03-14,0.0,75,37
3148,2019-03-15,0.0,77,53
3149,2019-03-16,0.0,54,39
3150,2019-03-17,0.0,52,28
3151,2019-03-18,0.0,51,29
3152,2019-03-19,0.0,51,23
3153,2019-03-20,0.0,55,27
3154,2019-03-21,2.69,46,40
3155,2019-03-22,0.05,50,37
3156,2019-03-23,0.0,52,33
3157,2019-03-24,0.0,65,27
3158,2019-03-25,0.0,62,40
3159,2019-03-26,0.0,49,28
3160,2019-03-27,0.0,53,24
3161,2019-03-28,0.0,64,32
3162,2019-03-29,0.0,68,46
3163,2019-03-30,0.0,77,43
3164,2019-03-31,0.01,66,32
3165,2019-04-01,0.0,49,27
3166,2019-04-02,0.0,48,28
3167,2019-04-03,0.0,70,27
3168,2019-04-04,0.0,68,37
3169,2019-04-05,0.35,51,44
3170,2019-04-06,0.0,69,43
3171,2019-04-07,0.01,72,45
3172,2019-04-08,0.02,82,60
3173,2019-04-09,0.0,79,55
3174,2019-04-10,0.0,70,43
3175,2019-04-11,0.0,60,45
3176,2019-04-12,0.27,68,49
3177,2019-04-13,0.2,75,61
3178,2019-04-14,0.07,76,56
3179,2019-04-15,0.05,73,45
3180,2019-04-16,0.0,68,41
3181,2019-04-17,0.0,73,54
3182,2019-04-18,0.0,81,53
3183,2019-04-19,1.26,74,64
3184,2019-04-20,0.01,72,56
3185,2019-04-21,0.0,68,46
3186,2019-04-22,0.0,72,51
3187,2019-04-23,0.0,83,45
3188,2019-04-24,0.0,75,57
3189,2019-04-25,0.1,74,54
3190,2019-04-26,0.41,75,53
3191,2019-04-27,0.05,70,50
3192,2019-04-28,0.02,74,45
3193,2019-04-29,0.0,61,37
3194,2019-04-30,0.0,83,53
3195,2019-05-01,0.0,67,58
3196,2019-05-02,0.58,87,54
3197,2019-05-03,0.13,83,58
3198,2019-05-04,0.57,75,61
3199,2019-05-05,0.92,66,58
3200,2019-05-06,0.0,77,57
3201,2019-05-07,0.0,81,56
3202,2019-05-08,0.0,68,60
3203,2019-05-09,0.0,77,59
3204,2019-05-10,0.37,80,64
3205,2019-05-11,0.36,66,56
3206,2019-05-12,0.57,58,49
3207,2019-05-13,0.5,58,48
3208,2019-05-14,0.0,61,47
3209,2019-05-15,0.0,74,41
3210,2019-05-16,0.01,78,50
3211,2019-05-17,0.0,82,51
3212,2019-05-18,0.03,85,61
3213,2019-05-19,0.0,89,62
3214,2019-05-20,0.0,88,69
3215,2019-05-21,0.0,71,53
3216,2019-05-22,0.0,71,48
3217,2019-05-23,0.27,88,59
3218,2019-05-24,0.0,84,61
3219,2019-05-25,0.05,81,61
3220,2019-05-26,0.0,90,64
3221,2019-05-27,0.0,84,67
3222,2019-05-28,0.36,90,65
3223,2019-05-29,0.0,91,66
3224,2019-05-30,0.33,88,62
3225,2019-05-31,0.0,85,61
3226,2019-06-01,0.0,84,63
3227,2019-06-02,0.24,84,58
3228,2019-06-03,0.0,73,49
3229,2019-06-04,0.0,76,44
3230,2019-06-05,0.0,81,56
3231,2019-06-06,0.0,88,69
3232,2019-06-07,0.0,80,69
3233,2019-06-08,0.0,82,67
3234,2019-06-09,0.14,73,63
3235,2019-06-10,0.12,72,62
3236,2019-06-11,0.0,78,57
3237,2019-06-12,0.08,77,55
3238,2019-06-13,0.66,77,61
3239,2019-06-14,0.0,77,55
